0.967350,0.001486
0.015949,0.009725
0.051130,0.000380
0.143471,0.037359
0.061189,0.834079
0.189219,0.014825
0.045146,0.001228
0.011624,0.216068
0.015949,0.009725
0.172110,0.989821
0.999991,0.999988
0.033386,0.482055
0.015949,0.009725
0.012127,0.122259
0.018137,0.003030
0.054302,0.236670
0.000034,0.993777
0.006292,0.023707
0.051130,0.000380
0.014022,0.030757
0.010700,0.008518
0.014022,0.030757
0.010700,0.008518
0.250072,0.059054
0.946121,0.139568
0.469514,0.049524
0.002035,0.002408
0.051130,0.000380
0.447660,0.005352
0.288040,0.004660
0.010486,0.379417
0.006292,0.023707
0.066509,0.254636
0.000793,0.238227
0.033386,0.482055
0.960915,0.050694
1.000000,1.000000
0.055581,0.999248
0.039832,0.003956
0.206937,0.000535
0.023713,0.011102
0.018137,0.003030
0.014022,0.030757
0.039832,0.003956
0.039832,0.003956
0.014022,0.030757
0.105452,0.004216
0.015949,0.009725
0.045146,0.001228
0.000698,0.018923
0.526488,0.946881
0.008258,0.082312
0.010700,0.008518
0.015949,0.009725
0.045146,0.001228
0.017778,0.177837
0.039832,0.003956
0.051130,0.000380
0.028953,0.803351
0.999997,1.000000
0.982533,0.995252
0.001786,0.007741
1.000000,1.000000
0.004851,0.202249
0.003243,0.181517
0.050933,0.019541
0.008258,0.082312
0.678931,0.018592
0.001786,0.007741
0.051130,0.000380
0.006167,0.633445
0.015949,0.009725
0.004558,0.003145
0.426338,0.999896
0.007787,0.194265
0.045146,0.001228
0.030585,0.001074
0.045146,0.001228
0.015949,0.009725
0.045146,0.001228
0.967350,0.001486
0.039832,0.003956
1.000000,0.002395
0.004558,0.003145
0.105452,0.004216
0.089250,0.010700
0.200526,0.004355
0.004558,0.003145
0.004851,0.202249
0.038841,0.032718
0.039832,0.003956
0.023713,0.011102
0.001750,0.356983
1.000000,1.000000
0.045146,0.001228
0.015949,0.009725
0.128051,0.012213
0.026937,0.003463
0.005912,0.000302
0.031541,0.029784
0.328068,0.000479
0.143567,0.259793
0.015543,0.077177
0.053882,0.279337
0.000885,0.832690
0.011788,0.922861
0.023713,0.011102
0.051130,0.000380
0.031419,0.011450
0.051130,0.000380
0.015949,0.009725
0.182086,0.171367
0.358343,0.996797
0.999984,0.078732
0.045146,0.001228
0.039832,0.003956
0.045146,0.001228
0.014022,0.030757
0.222583,0.110456
0.014022,0.030757
0.051130,0.000380
0.019692,0.088848
0.250925,0.004492
0.008258,0.082312
0.013798,0.041326
0.118015,0.064234
0.004851,0.202249
0.227153,0.014372
0.056231,0.049905
0.001786,0.007741
0.001046,0.021574
0.070828,0.937063
0.999999,1.000000
1.000000,1.000000
0.038841,0.032718
0.051130,0.000380
0.004558,0.003145
0.030585,0.001074
0.192422,0.099582
0.921182,0.990567
0.026937,0.003463
0.128051,0.012213
0.082721,0.009488
0.008258,0.082312
0.030585,0.001074
0.026937,0.003463
0.039832,0.003956
0.182015,0.052043
0.277237,0.095168
0.002937,0.161632
0.051130,0.000380
0.023339,0.015022
0.011726,0.002845
0.002673,0.008839
0.004851,0.202249
0.013743,0.693096
0.051130,0.000380
0.001786,0.007741
0.039832,0.003956
0.023113,0.087262
0.039832,0.003956
0.030464,0.053330
0.002846,0.417450
0.999842,1.000000
0.010700,0.008518
0.006292,0.023707
0.396768,0.998558
0.017434,0.894739
0.045146,0.001228
0.377172,0.046012
0.014022,0.030757
0.502170,0.015869
0.082721,0.009488
0.023713,0.011102
0.005525,0.072753
0.010700,0.008518
0.010700,0.008518
1.000000,1.000000
0.009400,0.027009
0.005525,0.072753
0.995323,0.026665
0.005921,0.793759
0.018137,0.003030
0.005191,0.000975
0.023713,0.011102
0.005912,0.000302
0.006292,0.023707
0.006292,0.023707
0.018137,0.003030
0.010700,0.008518
0.066509,0.254636
0.882892,0.734038
0.006167,0.633445
0.200526,0.004355
0.051130,0.000380
0.051130,0.000380
0.018137,0.003030
0.018137,0.003030
0.015949,0.009725
0.057101,0.037227
0.991607,0.112090
0.051130,0.000380
0.023713,0.011102
0.023713,0.011102
0.030585,0.001074
0.020338,0.236011
0.005525,0.072753
0.010486,0.379417
0.011053,0.967146
0.039832,0.003956
0.721617,0.016992
0.256140,0.299161
0.677153,0.008383
0.005191,0.000975
0.005525,0.072753
0.486154,0.968836
0.005912,0.000302
0.015949,0.009725
0.007635,0.001514
0.010486,0.379417
0.186295,0.001726
0.007787,0.194265
0.051130,0.000380
0.984745,0.997023
0.660322,0.605805
0.195359,0.532988
0.014022,0.030757
0.000006,0.999994
0.006292,0.023707
0.037630,0.010564
0.998986,0.999999
0.045146,0.001228
0.014022,0.030757
0.422906,0.047819
0.039832,0.003956
0.030585,0.001074
0.013743,0.693096
0.051130,0.000380
0.005525,0.072753
0.051130,0.000380
0.026937,0.003463
0.012127,0.122259
0.018137,0.003030
0.039832,0.003956
0.005525,0.072753
0.015949,0.009725
0.023713,0.011102
0.051130,0.000380
0.782104,0.993079
0.000409,0.051700
0.039214,0.829486
0.031325,0.084865
0.493092,0.007794
0.859521,0.001057
0.045146,0.001228
0.051130,0.000380
0.029634,0.641451
0.005912,0.000302
1.000000,1.000000
0.236616,0.992642
0.200650,0.042480
0.010444,0.969724
0.990452,0.001191
0.009400,0.027009
0.045146,0.001228
0.018137,0.003030
0.086201,0.011474
0.009400,0.027009
0.064493,0.097340
0.018712,0.079841
0.227153,0.014372
0.051130,0.000380
0.006839,0.437902
0.807320,0.951093
0.010700,0.008518
0.039832,0.003956
0.005191,0.000975
0.005525,0.072753
0.995749,0.274759
0.003470,0.000853
0.039832,0.003956
0.026937,0.003463
0.051130,0.000380
0.001046,0.021574
0.051130,0.000380
0.015949,0.009725
0.011624,0.216068
0.064900,0.744192
0.009400,0.027009
0.010700,0.008518
0.250925,0.004492
0.064427,0.042720
0.045146,0.001228
0.005525,0.072753
0.004558,0.003145
0.039832,0.003956
0.044724,0.960899
0.273922,0.999733
0.030585,0.001074
0.004851,0.202249
0.002846,0.417450
0.015949,0.009725
0.057639,0.006130
0.250161,0.191211
0.015949,0.009725
0.009400,0.027009
0.018137,0.003030
0.008258,0.082312
0.023113,0.087262
0.910367,0.011749
